Date;hour;air_temp;W
11-FEB-2021;22;-2;W
11-FEB-2021;23;-2;W
12-FEB-2021;0;-2;WE
12-FEB-2021;1;-3;WE
12-FEB-2021;2;-3;WE
12-FEB-2021;3;-3;WE
12-FEB-2021;4;-3;WE
12-FEB-2021;5;-2;WE
12-FEB-2021;6;-2;WE
12-FEB-2021;7;-2;WE
12-FEB-2021;8;-1;WE
12-FEB-2021;9;1;WE
12-FEB-2021;10;3;WE
12-FEB-2021;11;4;WE
12-FEB-2021;12;5;WE
12-FEB-2021;13;6;WE
12-FEB-2021;14;6;WE
12-FEB-2021;15;5;WE
12-FEB-2021;16;4;WE
12-FEB-2021;17;3;WE
12-FEB-2021;18;2;WE
12-FEB-2021;19;2;WE
12-FEB-2021;20;2;WE
12-FEB-2021;21;1;WE
12-FEB-2021;22;1;WE
12-FEB-2021;23;1;WE
13-FEB-2021;0;0;WE
13-FEB-2021;1;0;WE
13-FEB-2021;2;0;WE
13-FEB-2021;3;0;WE
13-FEB-2021;4;0;WE
13-FEB-2021;5;0;WE
13-FEB-2021;6;0;WE
13-FEB-2021;7;1;WE
13-FEB-2021;8;2;WE
13-FEB-2021;9;4;WE
13-FEB-2021;10;6;WE
13-FEB-2021;11;8;WE
13-FEB-2021;12;9;WE
13-FEB-2021;13;10;WE
13-FEB-2021;14;10;WE
13-FEB-2021;15;10;WE
13-FEB-2021;16;9;WE
13-FEB-2021;17;9;WE
13-FEB-2021;18;9;WE
13-FEB-2021;19;9;WE
13-FEB-2021;20;9;WE
13-FEB-2021;21;9;WE
13-FEB-2021;22;9;WE
13-FEB-2021;23;9;WE
14-FEB-2021;0;9;W
14-FEB-2021;1;9;W
14-FEB-2021;2;9;W
14-FEB-2021;3;9;W
14-FEB-2021;4;9;W
14-FEB-2021;5;9;W
14-FEB-2021;6;9;W
14-FEB-2021;7;9;W
14-FEB-2021;8;9;W
14-FEB-2021;9;8;W
14-FEB-2021;10;8;W
14-FEB-2021;11;9;W
14-FEB-2021;12;9;W
14-FEB-2021;13;9;W
14-FEB-2021;14;9;W
14-FEB-2021;15;9;W
14-FEB-2021;16;8;W
14-FEB-2021;17;7;W
14-FEB-2021;18;6;W
14-FEB-2021;19;6;W
14-FEB-2021;20;6;W
14-FEB-2021;21;6;W
14-FEB-2021;22;6;W
14-FEB-2021;23;5;W
15-FEB-2021;0;5;W
15-FEB-2021;1;5;W
15-FEB-2021;2;5;W
15-FEB-2021;3;5;W
15-FEB-2021;4;5;W
15-FEB-2021;5;5;W
15-FEB-2021;6;5;W
15-FEB-2021;7;5;W
15-FEB-2021;8;5;W
15-FEB-2021;9;5;W
15-FEB-2021;10;6;W
15-FEB-2021;11;7;W
15-FEB-2021;12;8;W
15-FEB-2021;13;8;W
15-FEB-2021;14;8;W
15-FEB-2021;15;8;W
15-FEB-2021;16;8;W
15-FEB-2021;17;7;W
15-FEB-2021;18;7;W
15-FEB-2021;19;7;W
15-FEB-2021;20;7;W
15-FEB-2021;21;7;W
15-FEB-2021;22;7;W
15-FEB-2021;23;7;W
16-FEB-2021;0;7;W
16-FEB-2021;1;7;W
16-FEB-2021;2;7;W
16-FEB-2021;3;8;W
16-FEB-2021;4;8;W
16-FEB-2021;5;8;W
16-FEB-2021;6;8;W
16-FEB-2021;7;8;W
16-FEB-2021;8;9;W
16-FEB-2021;9;10;W
16-FEB-2021;10;10;W
16-FEB-2021;11;11;W
16-FEB-2021;12;11;W
16-FEB-2021;13;11;W
16-FEB-2021;14;12;W
16-FEB-2021;15;12;W
16-FEB-2021;16;12;W
16-FEB-2021;17;12;W
16-FEB-2021;18;12;W
16-FEB-2021;19;12;W
16-FEB-2021;20;12;W
16-FEB-2021;21;12;W
16-FEB-2021;22;12;W
16-FEB-2021;23;12;W
17-FEB-2021;0;12;W
17-FEB-2021;1;12;W
17-FEB-2021;2;11;W
17-FEB-2021;3;10;W
17-FEB-2021;4;9;W
17-FEB-2021;5;9;W
17-FEB-2021;6;9;W
17-FEB-2021;7;9;W
17-FEB-2021;8;8;W
17-FEB-2021;9;9;W
17-FEB-2021;10;9;W
17-FEB-2021;11;9;W
17-FEB-2021;12;9;W
17-FEB-2021;13;9;W
17-FEB-2021;14;10;W
17-FEB-2021;15;9;W
17-FEB-2021;16;9;W
17-FEB-2021;17;8;W
17-FEB-2021;18;8;W
17-FEB-2021;19;7;W
17-FEB-2021;20;7;W
17-FEB-2021;21;7;W
17-FEB-2021;22;7;W
17-FEB-2021;23;7;W
18-FEB-2021;0;6;W
18-FEB-2021;1;6;W
18-FEB-2021;2;7;W
18-FEB-2021;3;7;W
18-FEB-2021;4;7;W
18-FEB-2021;5;8;W
18-FEB-2021;6;8;W
18-FEB-2021;7;9;W
18-FEB-2021;8;10;W
18-FEB-2021;9;10;W
18-FEB-2021;10;11;W
18-FEB-2021;11;11;W
18-FEB-2021;12;11;W
18-FEB-2021;13;11;W
18-FEB-2021;14;10;W
18-FEB-2021;15;9;W
18-FEB-2021;16;9;W
18-FEB-2021;17;8;W
18-FEB-2021;18;8;W
18-FEB-2021;19;7;W
18-FEB-2021;20;6;W
18-FEB-2021;21;6;W
18-FEB-2021;22;5;W
18-FEB-2021;23;4;W
19-FEB-2021;0;4;WE
19-FEB-2021;1;4;WE
19-FEB-2021;2;4;WE
19-FEB-2021;3;4;WE
19-FEB-2021;4;3;WE
19-FEB-2021;5;3;WE
19-FEB-2021;6;3;WE
19-FEB-2021;7;3;WE
19-FEB-2021;8;4;WE
19-FEB-2021;9;4;WE
19-FEB-2021;10;5;WE
19-FEB-2021;11;6;WE
19-FEB-2021;12;6;WE
19-FEB-2021;13;7;WE
19-FEB-2021;14;7;WE
19-FEB-2021;15;7;WE
19-FEB-2021;16;6;WE
19-FEB-2021;17;6;WE
19-FEB-2021;18;5;WE
19-FEB-2021;19;5;WE
19-FEB-2021;20;5;WE
19-FEB-2021;21;6;WE
19-FEB-2021;22;6;WE
19-FEB-2021;23;7;WE
20-FEB-2021;0;6;WE
20-FEB-2021;1;6;WE
20-FEB-2021;2;6;WE
20-FEB-2021;3;6;WE
20-FEB-2021;4;6;WE
20-FEB-2021;5;6;WE
20-FEB-2021;6;7;WE
20-FEB-2021;7;7;WE
20-FEB-2021;8;7;WE
20-FEB-2021;9;8;WE
20-FEB-2021;10;8;WE
20-FEB-2021;11;8;WE
20-FEB-2021;12;9;WE
20-FEB-2021;13;9;WE
20-FEB-2021;14;9;WE
20-FEB-2021;15;9;WE
20-FEB-2021;16;9;WE
20-FEB-2021;17;9;WE
20-FEB-2021;18;10;WE
20-FEB-2021;19;10;WE
20-FEB-2021;20;10;WE
20-FEB-2021;21;9;WE
20-FEB-2021;22;8;WE
20-FEB-2021;23;7;WE
21-FEB-2021;0;6;W
21-FEB-2021;1;5;W
21-FEB-2021;2;4;W
21-FEB-2021;3;4;W
21-FEB-2021;4;4;W
21-FEB-2021;5;3;W
21-FEB-2021;6;3;W
21-FEB-2021;7;3;W
21-FEB-2021;8;4;W
21-FEB-2021;9;5;W
21-FEB-2021;10;5;W
21-FEB-2021;11;5;W
21-FEB-2021;12;5;W
21-FEB-2021;13;5;W
21-FEB-2021;14;6;W
21-FEB-2021;15;6;W
21-FEB-2021;16;6;W
21-FEB-2021;17;6;W
21-FEB-2021;18;6;W
21-FEB-2021;19;6;W
21-FEB-2021;20;5;W
21-FEB-2021;21;5;W
21-FEB-2021;22;5;W
21-FEB-2021;23;5;W
22-FEB-2021;0;5;W
22-FEB-2021;1;4;W
22-FEB-2021;2;4;W
22-FEB-2021;3;3;W
22-FEB-2021;4;2;W
22-FEB-2021;5;2;W
22-FEB-2021;6;3;W
22-FEB-2021;7;4;W
22-FEB-2021;8;5;W
22-FEB-2021;9;6;W
22-FEB-2021;10;6;W
22-FEB-2021;11;6;W
22-FEB-2021;12;6;W
22-FEB-2021;13;7;W
22-FEB-2021;14;7;W
22-FEB-2021;15;8;W
22-FEB-2021;16;9;W
22-FEB-2021;17;9;W
22-FEB-2021;18;9;W
22-FEB-2021;19;9;W
22-FEB-2021;20;8;W
22-FEB-2021;21;7;W
22-FEB-2021;22;7;W
22-FEB-2021;23;6;W
23-FEB-2021;0;5;W
23-FEB-2021;1;4;W
23-FEB-2021;2;3;W
23-FEB-2021;3;3;W
23-FEB-2021;4;2;W
23-FEB-2021;5;2;W
23-FEB-2021;6;2;W
23-FEB-2021;7;2;W
23-FEB-2021;8;4;W
23-FEB-2021;9;7;W
23-FEB-2021;10;8;W
23-FEB-2021;11;9;W
23-FEB-2021;12;10;W
23-FEB-2021;13;10;W
23-FEB-2021;14;10;W
23-FEB-2021;15;10;W
23-FEB-2021;16;9;W
23-FEB-2021;17;8;W
23-FEB-2021;18;8;W
23-FEB-2021;19;8;W
23-FEB-2021;20;7;W
23-FEB-2021;21;7;W
23-FEB-2021;22;7;W
23-FEB-2021;23;7;W
24-FEB-2021;0;7;W
24-FEB-2021;1;8;W
24-FEB-2021;2;8;W
24-FEB-2021;3;8;W
24-FEB-2021;4;8;W
24-FEB-2021;5;7;W
24-FEB-2021;6;7;W
24-FEB-2021;7;7;W
24-FEB-2021;8;7;W
24-FEB-2021;9;7;W
24-FEB-2021;10;8;W
24-FEB-2021;11;9;W
24-FEB-2021;12;10;W
24-FEB-2021;13;9;W
24-FEB-2021;14;7;W
24-FEB-2021;15;5;W
24-FEB-2021;16;4;W
24-FEB-2021;17;3;W
24-FEB-2021;18;3;W
24-FEB-2021;19;2;W
24-FEB-2021;20;2;W
24-FEB-2021;21;2;W
24-FEB-2021;22;2;W
24-FEB-2021;23;1;W
25-FEB-2021;0;1;W
25-FEB-2021;1;1;W
25-FEB-2021;2;1;W
25-FEB-2021;3;1;W
25-FEB-2021;4;1;W
25-FEB-2021;5;1;W
25-FEB-2021;6;1;W
25-FEB-2021;7;2;W
25-FEB-2021;8;2;W
25-FEB-2021;9;3;W
25-FEB-2021;10;4;W
25-FEB-2021;11;5;W
25-FEB-2021;12;6;W
25-FEB-2021;13;6;W
25-FEB-2021;14;5;W
25-FEB-2021;15;4;W
25-FEB-2021;16;4;W
25-FEB-2021;17;4;W
25-FEB-2021;18;3;W
25-FEB-2021;19;3;W
25-FEB-2021;20;2;W
25-FEB-2021;21;1;W
25-FEB-2021;22;0;W
25-FEB-2021;23;-1;W
26-FEB-2021;0;-1;WE
26-FEB-2021;1;-1;WE
26-FEB-2021;2;-1;WE
26-FEB-2021;3;-1;WE
26-FEB-2021;4;-1;WE
26-FEB-2021;5;-2;WE
26-FEB-2021;6;-2;WE
26-FEB-2021;7;-1;WE
26-FEB-2021;8;0;WE
26-FEB-2021;9;2;WE
26-FEB-2021;10;3;WE
26-FEB-2021;11;4;WE
26-FEB-2021;12;6;WE
26-FEB-2021;13;6;WE
26-FEB-2021;14;7;WE
26-FEB-2021;15;7;WE
26-FEB-2021;16;6;WE
26-FEB-2021;17;4;WE
26-FEB-2021;18;2;WE
26-FEB-2021;19;2;WE
26-FEB-2021;20;1;WE
26-FEB-2021;21;1;WE
26-FEB-2021;22;1;WE
26-FEB-2021;23;1;WE
27-FEB-2021;0;1;WE
27-FEB-2021;1;1;WE
27-FEB-2021;2;0;WE
27-FEB-2021;3;0;WE
27-FEB-2021;4;0;WE
27-FEB-2021;5;0;WE
27-FEB-2021;6;0;WE
27-FEB-2021;7;1;WE
27-FEB-2021;8;3;WE
27-FEB-2021;9;5;WE
27-FEB-2021;10;6;WE
27-FEB-2021;11;7;WE
27-FEB-2021;12;8;WE
27-FEB-2021;13;9;WE
27-FEB-2021;14;9;WE
27-FEB-2021;15;9;WE
27-FEB-2021;16;8;WE
27-FEB-2021;17;7;WE
27-FEB-2021;18;5;WE
27-FEB-2021;19;4;WE
27-FEB-2021;20;4;WE
27-FEB-2021;21;4;WE
27-FEB-2021;22;3;WE
27-FEB-2021;23;3;WE
28-FEB-2021;0;2;W
28-FEB-2021;1;2;W
28-FEB-2021;2;1;W
28-FEB-2021;3;0;W
28-FEB-2021;4;0;W
28-FEB-2021;5;0;W
28-FEB-2021;6;0;W
28-FEB-2021;7;1;W
28-FEB-2021;8;3;W
28-FEB-2021;9;5;W
28-FEB-2021;10;7;W
28-FEB-2021;11;8;W
28-FEB-2021;12;10;W
28-FEB-2021;13;10;W
28-FEB-2021;14;11;W
28-FEB-2021;15;11;W
28-FEB-2021;16;10;W
28-FEB-2021;17;8;W
28-FEB-2021;18;6;W
28-FEB-2021;19;5;W
28-FEB-2021;20;4;W
28-FEB-2021;21;3;W
28-FEB-2021;22;3;W
28-FEB-2021;23;2;W
01-mars-21;0;2;W
01-mars-21;1;2;W
01-mars-21;2;2;W
01-mars-21;3;2;W
01-mars-21;4;2;W
01-mars-21;5;2;W
01-mars-21;6;2;W
01-mars-21;7;3;W
01-mars-21;8;4;W
01-mars-21;9;6;W
01-mars-21;10;7;W
01-mars-21;11;8;W
01-mars-21;12;9;W
01-mars-21;13;10;W
01-mars-21;14;10;W
01-mars-21;15;9;W
01-mars-21;16;9;W
01-mars-21;17;8;W
01-mars-21;18;6;W
01-mars-21;19;5;W
01-mars-21;20;5;W
01-mars-21;21;4;W
01-mars-21;22;4;W
01-mars-21;23;4;W
02-mars-21;0;3;W
02-mars-21;1;2;W
02-mars-21;2;2;W
02-mars-21;3;2;W
02-mars-21;4;1;W
02-mars-21;5;1;W
02-mars-21;6;1;W
02-mars-21;7;2;W
02-mars-21;8;4;W
02-mars-21;9;6;W
02-mars-21;10;8;W
02-mars-21;11;9;W
02-mars-21;12;10;W
02-mars-21;13;10;W
02-mars-21;14;10;W
02-mars-21;15;10;W
02-mars-21;16;9;W
02-mars-21;17;7;W
02-mars-21;18;6;W
02-mars-21;19;5;W
02-mars-21;20;4;W
02-mars-21;21;3;W
02-mars-21;22;2;W
02-mars-21;23;2;W
03-mars-21;0;2;W
03-mars-21;1;1;W
03-mars-21;2;0;W
03-mars-21;3;0;W
03-mars-21;4;-1;W
03-mars-21;5;-1;W
03-mars-21;6;-1;W
03-mars-21;7;1;W
03-mars-21;8;4;W
03-mars-21;9;6;W
03-mars-21;10;9;W
03-mars-21;11;10;W
03-mars-21;12;12;W
03-mars-21;13;12;W
03-mars-21;14;13;W
03-mars-21;15;12;W
03-mars-21;16;11;W
03-mars-21;17;9;W
03-mars-21;18;7;W
03-mars-21;19;6;W
03-mars-21;20;5;W
03-mars-21;21;4;W
03-mars-21;22;3;W
03-mars-21;23;3;W
04-mars-21;0;2;W
04-mars-21;1;2;W
04-mars-21;2;1;W
04-mars-21;3;0;W
04-mars-21;4;0;W
04-mars-21;5;-1;W
04-mars-21;6;-1;W
04-mars-21;7;1;W
04-mars-21;8;4;W
04-mars-21;9;6;W
04-mars-21;10;8;W
04-mars-21;11;10;W
04-mars-21;12;10;W
04-mars-21;13;11;W
04-mars-21;14;11;W
04-mars-21;15;11;W
04-mars-21;16;10;W
04-mars-21;17;8;W
04-mars-21;18;5;W
04-mars-21;19;4;W
04-mars-21;20;3;W
04-mars-21;21;3;W
04-mars-21;22;2;W
04-mars-21;23;2;W
05-mars-21;0;1;WE
05-mars-21;1;0;WE
05-mars-21;2;0;WE
05-mars-21;3;-1;WE
05-mars-21;4;-1;WE
05-mars-21;5;-2;WE
05-mars-21;6;-2;WE
05-mars-21;7;-1;WE
05-mars-21;8;2;WE
05-mars-21;9;5;WE
05-mars-21;10;7;WE
05-mars-21;11;8;WE
05-mars-21;12;9;WE
05-mars-21;13;9;WE
05-mars-21;14;10;WE
05-mars-21;15;9;WE
05-mars-21;16;8;WE
05-mars-21;17;6;WE
05-mars-21;18;4;WE
05-mars-21;19;3;WE
05-mars-21;20;3;WE
05-mars-21;21;2;WE
05-mars-21;22;2;WE
05-mars-21;23;1;WE
06-mars-21;0;0;WE
06-mars-21;1;0;WE
06-mars-21;2;-2;WE
06-mars-21;3;-2;WE
06-mars-21;4;-3;WE
06-mars-21;5;-3;WE
06-mars-21;6;-3;WE
06-mars-21;7;-2;WE
06-mars-21;8;0;WE
06-mars-21;9;2;WE
06-mars-21;10;4;WE
06-mars-21;11;5;WE
06-mars-21;12;5;WE
06-mars-21;13;6;WE
06-mars-21;14;5;WE
06-mars-21;15;5;WE
06-mars-21;16;4;WE
06-mars-21;17;3;WE
06-mars-21;18;2;WE
06-mars-21;19;1;WE
06-mars-21;20;0;WE
06-mars-21;21;-1;WE
06-mars-21;22;-2;WE
06-mars-21;23;-2;WE
07-mars-21;0;-3;W
07-mars-21;1;-3;W
07-mars-21;2;-4;W
07-mars-21;3;-4;W
07-mars-21;4;-4;W
07-mars-21;5;-4;W
07-mars-21;6;-4;W
07-mars-21;7;-3;W
07-mars-21;8;-1;W
07-mars-21;9;1;W
07-mars-21;10;2;W
07-mars-21;11;3;W
07-mars-21;12;4;W
07-mars-21;13;5;W
07-mars-21;14;6;W
07-mars-21;15;6;W
07-mars-21;16;5;W
07-mars-21;17;4;W
07-mars-21;18;2;W
07-mars-21;19;1;W
07-mars-21;20;1;W
07-mars-21;21;1;W
07-mars-21;22;1;W
07-mars-21;23;0;W
08-mars-21;0;0;W
08-mars-21;1;0;W
08-mars-21;2;0;W
08-mars-21;3;0;W
08-mars-21;4;-1;W
08-mars-21;5;-1;W
08-mars-21;6;0;W
08-mars-21;7;1;W
08-mars-21;8;3;W
08-mars-21;9;5;W
08-mars-21;10;6;W
08-mars-21;11;8;W
08-mars-21;12;9;W
08-mars-21;13;9;W
08-mars-21;14;10;W
08-mars-21;15;10;W
08-mars-21;16;9;W
08-mars-21;17;7;W
08-mars-21;18;6;W
08-mars-21;19;5;W
08-mars-21;20;4;W
08-mars-21;21;3;W
08-mars-21;22;3;W
08-mars-21;23;2;W
09-mars-21;0;2;W
09-mars-21;1;2;W
09-mars-21;2;2;W
09-mars-21;3;2;W
09-mars-21;4;1;W
09-mars-21;5;1;W
09-mars-21;6;1;W
09-mars-21;7;3;W
09-mars-21;8;6;W
09-mars-21;9;8;W
09-mars-21;10;10;W
09-mars-21;11;12;W
09-mars-21;12;13;W
09-mars-21;13;13;W
09-mars-21;14;13;W
09-mars-21;15;13;W
09-mars-21;16;12;W
09-mars-21;17;10;W
09-mars-21;18;8;W
09-mars-21;19;7;W
09-mars-21;20;6;W
09-mars-21;21;5;W
09-mars-21;22;5;W
09-mars-21;23;5;W
10-mars-21;0;4;W
10-mars-21;1;4;W
10-mars-21;2;4;W
10-mars-21;3;3;W
10-mars-21;4;3;W
10-mars-21;5;3;W
10-mars-21;6;3;W
10-mars-21;7;5;W
10-mars-21;8;8;W
10-mars-21;9;10;W
10-mars-21;10;12;W
10-mars-21;11;14;W
10-mars-21;12;14;W
10-mars-21;13;15;W
10-mars-21;14;15;W
10-mars-21;15;15;W
10-mars-21;16;14;W
10-mars-21;17;12;W
10-mars-21;18;10;W
10-mars-21;19;9;W
10-mars-21;20;8;W
10-mars-21;21;8;W
10-mars-21;22;8;W
10-mars-21;23;7;W
11-mars-21;0;7;W
11-mars-21;1;7;W
11-mars-21;2;6;W
11-mars-21;3;6;W
11-mars-21;4;6;W
11-mars-21;5;6;W
11-mars-21;6;6;W
11-mars-21;7;7;W
11-mars-21;8;9;W
11-mars-21;9;10;W
11-mars-21;10;12;W
11-mars-21;11;13;W
11-mars-21;12;14;W
11-mars-21;13;15;W
11-mars-21;14;15;W
11-mars-21;15;15;W
11-mars-21;16;14;W
11-mars-21;17;13;W
11-mars-21;18;12;W
11-mars-21;19;11;W
11-mars-21;20;11;W
11-mars-21;21;11;W
11-mars-21;22;11;W
11-mars-21;23;10;W
12-mars-21;0;10;WE
12-mars-21;1;9;WE
12-mars-21;2;9;WE
12-mars-21;3;9;WE
12-mars-21;4;9;WE
12-mars-21;5;8;WE
12-mars-21;6;8;WE
12-mars-21;7;9;WE
12-mars-21;8;10;WE
12-mars-21;9;10;WE
12-mars-21;10;11;WE
12-mars-21;11;12;WE
12-mars-21;12;13;WE
12-mars-21;13;13;WE
12-mars-21;14;13;WE
12-mars-21;15;13;WE
12-mars-21;16;12;WE
12-mars-21;17;12;WE
12-mars-21;18;11;WE
12-mars-21;19;10;WE
12-mars-21;20;10;WE
12-mars-21;21;10;WE
12-mars-21;22;10;WE
12-mars-21;23;9;WE
13-mars-21;0;9;WE
13-mars-21;1;9;WE
13-mars-21;2;9;WE
13-mars-21;3;9;WE
13-mars-21;4;8;WE
13-mars-21;5;8;WE
13-mars-21;6;8;WE
13-mars-21;7;9;WE
13-mars-21;8;10;WE
13-mars-21;9;12;WE
13-mars-21;10;14;WE
13-mars-21;11;14;WE
13-mars-21;12;15;WE
13-mars-21;13;14;WE
13-mars-21;14;14;WE
13-mars-21;15;13;WE
13-mars-21;16;12;WE
13-mars-21;17;11;WE
13-mars-21;18;10;WE
13-mars-21;19;10;WE
13-mars-21;20;10;WE
13-mars-21;21;9;WE
13-mars-21;22;9;WE
13-mars-21;23;9;WE
14-mars-21;0;8;W
14-mars-21;1;7;W
14-mars-21;2;7;W
14-mars-21;3;7;W
14-mars-21;4;7;W
14-mars-21;5;7;W
14-mars-21;6;7;W
14-mars-21;7;8;W
14-mars-21;8;8;W
14-mars-21;9;8;W
14-mars-21;10;9;W
14-mars-21;11;10;W
14-mars-21;12;11;W
14-mars-21;13;11;W
14-mars-21;14;12;W
14-mars-21;15;12;W
14-mars-21;16;11;W
14-mars-21;17;10;W
14-mars-21;18;7;W
14-mars-21;19;6;W
14-mars-21;20;6;W
14-mars-21;21;5;W
14-mars-21;22;5;W
14-mars-21;23;5;W
15-mars-21;0;5;W
15-mars-21;1;5;W
15-mars-21;2;5;W
15-mars-21;3;6;W
15-mars-21;4;6;W
15-mars-21;5;7;W
15-mars-21;6;7;W
15-mars-21;7;7;W
15-mars-21;8;7;W
15-mars-21;9;7;W
15-mars-21;10;7;W
15-mars-21;11;7;W
15-mars-21;12;7;W
15-mars-21;13;8;W
15-mars-21;14;8;W
15-mars-21;15;8;W
15-mars-21;16;8;W
15-mars-21;17;8;W
15-mars-21;18;7;W
15-mars-21;19;6;W
15-mars-21;20;5;W
15-mars-21;21;5;W
15-mars-21;22;4;W
15-mars-21;23;4;W
16-mars-21;0;4;W
16-mars-21;1;4;W
16-mars-21;2;4;W
16-mars-21;3;4;W
16-mars-21;4;4;W
16-mars-21;5;4;W
16-mars-21;6;5;W
16-mars-21;7;6;W
16-mars-21;8;7;W
16-mars-21;9;9;W
16-mars-21;10;10;W
16-mars-21;11;12;W
16-mars-21;12;12;W
16-mars-21;13;12;W
16-mars-21;14;12;W
16-mars-21;15;12;W
16-mars-21;16;12;W
16-mars-21;17;11;W
16-mars-21;18;11;W
16-mars-21;19;10;W
16-mars-21;20;10;W
16-mars-21;21;10;W
16-mars-21;22;10;W
16-mars-21;23;10;W
17-mars-21;0;10;W
17-mars-21;1;11;W
17-mars-21;2;11;W
17-mars-21;3;10;W
17-mars-21;4;9;W
17-mars-21;5;8;W
17-mars-21;6;7;W
17-mars-21;7;7;W
17-mars-21;8;7;W
17-mars-21;9;7;W
17-mars-21;10;7;W
17-mars-21;11;8;W
17-mars-21;12;8;W
17-mars-21;13;8;W
17-mars-21;14;8;W
17-mars-21;15;8;W
17-mars-21;16;8;W
17-mars-21;17;7;W
17-mars-21;18;6;W
17-mars-21;19;5;W
17-mars-21;20;4;W
17-mars-21;21;3;W
17-mars-21;22;3;W
17-mars-21;23;3;W
18-mars-21;0;2;W
18-mars-21;1;1;W
18-mars-21;2;1;W
18-mars-21;3;1;W
18-mars-21;4;1;W
18-mars-21;5;1;W
18-mars-21;6;1;W
18-mars-21;7;3;W
18-mars-21;8;6;W
18-mars-21;9;8;W
18-mars-21;10;10;W
18-mars-21;11;11;W
18-mars-21;12;12;W
18-mars-21;13;13;W
18-mars-21;14;13;W
18-mars-21;15;13;W
18-mars-21;16;12;W
18-mars-21;17;11;W
18-mars-21;18;10;W
18-mars-21;19;9;W
18-mars-21;20;8;W
18-mars-21;21;7;W
18-mars-21;22;7;W
18-mars-21;23;6;W
19-mars-21;0;6;WE
19-mars-21;1;5;WE
19-mars-21;2;5;WE
19-mars-21;3;4;WE
19-mars-21;4;4;WE
19-mars-21;5;4;WE
19-mars-21;6;4;WE
19-mars-21;7;6;WE
19-mars-21;8;8;WE
19-mars-21;9;10;WE
19-mars-21;10;11;WE
19-mars-21;11;12;WE
19-mars-21;12;12;WE
19-mars-21;13;13;WE
19-mars-21;14;12;WE
19-mars-21;15;12;WE
19-mars-21;16;11;WE
19-mars-21;17;9;WE
19-mars-21;18;8;WE
19-mars-21;19;7;WE
19-mars-21;20;6;WE
19-mars-21;21;5;WE
19-mars-21;22;4;WE
19-mars-21;23;4;WE
20-mars-21;0;3;WE
20-mars-21;1;3;WE
20-mars-21;2;2;WE
20-mars-21;3;2;WE
20-mars-21;4;2;WE
20-mars-21;5;2;WE
20-mars-21;6;2;WE
20-mars-21;7;2;WE
20-mars-21;8;4;WE
20-mars-21;9;5;WE
20-mars-21;10;6;WE
20-mars-21;11;7;WE
20-mars-21;12;8;WE
20-mars-21;13;9;WE
20-mars-21;14;9;WE
20-mars-21;15;9;WE
20-mars-21;16;9;WE
20-mars-21;17;8;WE
20-mars-21;18;6;WE
20-mars-21;19;5;WE
20-mars-21;20;5;WE
20-mars-21;21;5;WE
20-mars-21;22;6;WE
20-mars-21;23;5;WE
21-mars-21;0;5;W
21-mars-21;1;5;W
21-mars-21;2;4;W
21-mars-21;3;4;W
21-mars-21;4;3;W
21-mars-21;5;3;W
21-mars-21;6;4;W
21-mars-21;7;6;W
21-mars-21;8;10;W
21-mars-21;9;12;W
21-mars-21;10;14;W
21-mars-21;11;16;W
21-mars-21;12;16;W
21-mars-21;13;17;W
21-mars-21;14;17;W
21-mars-21;15;17;W
21-mars-21;16;16;W
21-mars-21;17;15;W
21-mars-21;18;13;W
21-mars-21;19;11;W
21-mars-21;20;10;W
21-mars-21;21;10;W
21-mars-21;22;9;W
21-mars-21;23;9;W
22-mars-21;0;8;W
22-mars-21;1;8;W
22-mars-21;2;7;W
22-mars-21;3;7;W
22-mars-21;4;7;W
22-mars-21;5;6;W
22-mars-21;6;7;W
22-mars-21;7;9;W
22-mars-21;8;12;W
22-mars-21;9;15;W
22-mars-21;10;16;W
22-mars-21;11;17;W
22-mars-21;12;18;W
22-mars-21;13;18;W
22-mars-21;14;18;W
22-mars-21;15;17;W
22-mars-21;16;16;W
22-mars-21;17;14;W
22-mars-21;18;12;W
22-mars-21;19;11;W
22-mars-21;20;10;W
22-mars-21;21;8;W
22-mars-21;22;7;W
22-mars-21;23;7;W
23-mars-21;0;6;W
23-mars-21;1;6;W
23-mars-21;2;5;W
23-mars-21;3;5;W
23-mars-21;4;4;W
23-mars-21;5;4;W
23-mars-21;6;5;W
23-mars-21;7;8;W
23-mars-21;8;11;W
23-mars-21;9;14;W
23-mars-21;10;16;W
23-mars-21;11;17;W
23-mars-21;12;17;W
23-mars-21;13;17;W
23-mars-21;14;18;W
23-mars-21;15;17;W
23-mars-21;16;16;W
23-mars-21;17;15;W
23-mars-21;18;13;W
23-mars-21;19;11;W
23-mars-21;20;9;W
23-mars-21;21;9;W
23-mars-21;22;9;W
23-mars-21;23;8;W
24-mars-21;0;6;W
24-mars-21;1;5;W
24-mars-21;2;4;W
24-mars-21;3;4;W
24-mars-21;4;4;W
24-mars-21;5;4;W
24-mars-21;6;5;W
24-mars-21;7;8;W
24-mars-21;8;11;W
24-mars-21;9;14;W
24-mars-21;10;15;W
24-mars-21;11;16;W
24-mars-21;12;16;W
24-mars-21;13;17;W
24-mars-21;14;17;W
24-mars-21;15;16;W
24-mars-21;16;16;W
24-mars-21;17;14;W
24-mars-21;18;12;W
24-mars-21;19;10;W
24-mars-21;20;9;W
24-mars-21;21;8;W
24-mars-21;22;7;W
24-mars-21;23;7;W
