Date;hour;air_temp;W
25-mars-21;0;8;W
25-mars-21;1;8;W
25-mars-21;2;6;W
25-mars-21;3;5;W
25-mars-21;4;3;W
25-mars-21;5;2;W
25-mars-21;6;4;W
25-mars-21;7;6;W
25-mars-21;8;9;W
25-mars-21;9;12;W
25-mars-21;10;14;W
25-mars-21;11;15;W
25-mars-21;12;15;W
25-mars-21;13;15;W
25-mars-21;14;15;W
25-mars-21;15;15;W
25-mars-21;16;15;W
25-mars-21;17;14;W
25-mars-21;18;12;W
25-mars-21;19;10;W
25-mars-21;20;9;W
25-mars-21;21;9;W
25-mars-21;22;8;W
25-mars-21;23;7;W
26-mars-21;0;6;WE
26-mars-21;1;5;WE
26-mars-21;2;5;WE
26-mars-21;3;4;WE
26-mars-21;4;3;WE
26-mars-21;5;3;WE
26-mars-21;6;4;WE
26-mars-21;7;7;WE
26-mars-21;8;10;WE
26-mars-21;9;13;WE
26-mars-21;10;14;WE
26-mars-21;11;16;WE
26-mars-21;12;16;WE
26-mars-21;13;17;WE
26-mars-21;14;17;WE
26-mars-21;15;16;WE
26-mars-21;16;16;WE
26-mars-21;17;15;WE
26-mars-21;18;13;WE
26-mars-21;19;12;WE
26-mars-21;20;10;WE
26-mars-21;21;10;WE
26-mars-21;22;9;WE
26-mars-21;23;8;WE
27-mars-21;0;8;WE
27-mars-21;1;7;WE
27-mars-21;2;6;WE
27-mars-21;3;5;WE
27-mars-21;4;5;WE
27-mars-21;5;5;WE
27-mars-21;6;6;WE
27-mars-21;7;8;WE
27-mars-21;8;9;WE
27-mars-21;9;11;WE
27-mars-21;10;12;WE
27-mars-21;11;14;WE
27-mars-21;12;15;WE
27-mars-21;13;16;WE
27-mars-21;14;16;WE
27-mars-21;15;16;WE
27-mars-21;16;16;WE
27-mars-21;17;15;WE
27-mars-21;18;13;WE
27-mars-21;19;12;WE
27-mars-21;20;10;WE
27-mars-21;21;9;WE
27-mars-21;22;8;WE
27-mars-21;23;7;WE
28-mars-21;0;7;W
28-mars-21;1;6;W
28-mars-21;2;5;W
28-mars-21;3;5;W
28-mars-21;4;4;W
28-mars-21;5;4;W
28-mars-21;6;5;W
28-mars-21;7;8;W
28-mars-21;8;11;W
28-mars-21;9;14;W
28-mars-21;10;16;W
28-mars-21;11;17;W
28-mars-21;12;17;W
28-mars-21;13;18;W
28-mars-21;14;18;W
28-mars-21;15;17;W
28-mars-21;16;16;W
28-mars-21;17;14;W
28-mars-21;18;13;W
28-mars-21;19;12;W
28-mars-21;20;11;W
28-mars-21;21;10;W
28-mars-21;22;10;W
28-mars-21;23;9;W
29-mars-21;0;8;W
29-mars-21;1;8;W
29-mars-21;2;7;W
29-mars-21;3;7;W
29-mars-21;4;7;W
29-mars-21;5;7;W
29-mars-21;6;7;W
29-mars-21;7;9;W
29-mars-21;8;10;W
29-mars-21;9;12;W
29-mars-21;10;13;W
29-mars-21;11;14;W
29-mars-21;12;14;W
29-mars-21;13;14;W
29-mars-21;14;14;W
29-mars-21;15;13;W
29-mars-21;16;12;W
29-mars-21;17;12;W
29-mars-21;18;11;W
29-mars-21;19;10;W
29-mars-21;20;10;W
29-mars-21;21;9;W
29-mars-21;22;8;W
29-mars-21;23;8;W
30-mars-21;0;7;W
30-mars-21;1;7;W
30-mars-21;2;6;W
30-mars-21;3;6;W
30-mars-21;4;6;W
30-mars-21;5;6;W
30-mars-21;6;6;W
30-mars-21;7;6;W
30-mars-21;8;7;W
30-mars-21;9;9;W
30-mars-21;10;10;W
30-mars-21;11;10;W
30-mars-21;12;11;W
30-mars-21;13;11;W
30-mars-21;14;11;W
30-mars-21;15;11;W
30-mars-21;16;11;W
30-mars-21;17;10;W
30-mars-21;18;9;W
30-mars-21;19;9;W
30-mars-21;20;8;W
30-mars-21;21;7;W
30-mars-21;22;7;W
30-mars-21;23;6;W
31-mars-21;0;6;W
31-mars-21;1;6;W
31-mars-21;2;5;W
31-mars-21;3;5;W
31-mars-21;4;5;W
31-mars-21;5;4;W
31-mars-21;6;4;W
31-mars-21;7;3;W
31-mars-21;8;3;W
31-mars-21;9;3;W
31-mars-21;10;3;W
31-mars-21;11;3;W
31-mars-21;12;3;W
31-mars-21;13;3;W
31-mars-21;14;4;W
31-mars-21;15;4;W
31-mars-21;16;4;W
31-mars-21;17;3;W
31-mars-21;18;3;W
31-mars-21;19;2;W
31-mars-21;20;2;W
31-mars-21;21;2;W
31-mars-21;22;2;W
31-mars-21;23;2;W
01-APR-2021;0;1;W
01-APR-2021;1;1;W
01-APR-2021;2;1;W
01-APR-2021;3;1;W
01-APR-2021;4;0;W
01-APR-2021;5;0;W
01-APR-2021;6;0;W
01-APR-2021;7;0;W
01-APR-2021;8;0;W
01-APR-2021;9;0;W
01-APR-2021;10;0;W
01-APR-2021;11;0;W
01-APR-2021;12;0;W
01-APR-2021;13;0;W
01-APR-2021;14;0;W
01-APR-2021;15;0;W
01-APR-2021;16;0;W
01-APR-2021;17;0;W
01-APR-2021;18;0;W
01-APR-2021;19;0;W
01-APR-2021;20;0;W
01-APR-2021;21;0;W
01-APR-2021;22;0;W
01-APR-2021;23;0;W
02-APR-2021;0;0;WE
02-APR-2021;1;0;WE
02-APR-2021;2;0;WE
02-APR-2021;3;0;WE
02-APR-2021;4;-1;WE
02-APR-2021;5;-1;WE
02-APR-2021;6;-1;WE
02-APR-2021;7;0;WE
02-APR-2021;8;0;WE
02-APR-2021;9;1;WE
02-APR-2021;10;2;WE
02-APR-2021;11;2;WE
02-APR-2021;12;2;WE
02-APR-2021;13;3;WE
02-APR-2021;14;3;WE
02-APR-2021;15;3;WE
02-APR-2021;16;3;WE
02-APR-2021;17;2;WE
02-APR-2021;18;2;WE
02-APR-2021;19;1;WE
02-APR-2021;20;0;WE
02-APR-2021;21;0;WE
02-APR-2021;22;0;WE
02-APR-2021;23;-1;WE
03-APR-2021;0;-2;WE
03-APR-2021;1;-2;WE
03-APR-2021;2;-2;WE
03-APR-2021;3;-3;WE
03-APR-2021;4;-3;WE
03-APR-2021;5;-3;WE
03-APR-2021;6;-2;WE
03-APR-2021;7;0;WE
03-APR-2021;8;2;WE
03-APR-2021;9;3;WE
03-APR-2021;10;4;WE
03-APR-2021;11;5;WE
03-APR-2021;12;5;WE
03-APR-2021;13;6;WE
03-APR-2021;14;6;WE
03-APR-2021;15;6;WE
03-APR-2021;16;6;WE
03-APR-2021;17;5;WE
03-APR-2021;18;3;WE
03-APR-2021;19;2;WE
03-APR-2021;20;2;WE
03-APR-2021;21;1;WE
03-APR-2021;22;1;WE
03-APR-2021;23;0;WE
04-APR-2021;0;0;W
04-APR-2021;1;0;W
04-APR-2021;2;0;W
04-APR-2021;3;0;W
04-APR-2021;4;0;W
04-APR-2021;5;0;W
04-APR-2021;6;2;W
04-APR-2021;7;3;W
04-APR-2021;8;4;W
04-APR-2021;9;5;W
04-APR-2021;10;5;W
04-APR-2021;11;5;W
04-APR-2021;12;5;W
04-APR-2021;13;4;W
04-APR-2021;14;4;W
04-APR-2021;15;4;W
04-APR-2021;16;4;W
04-APR-2021;17;4;W
04-APR-2021;18;4;W
04-APR-2021;19;4;W
04-APR-2021;20;5;W
04-APR-2021;21;5;W
04-APR-2021;22;5;W
04-APR-2021;23;6;W
05-APR-2021;0;6;W
05-APR-2021;1;7;W
05-APR-2021;2;7;W
05-APR-2021;3;8;W
05-APR-2021;4;8;W
05-APR-2021;5;8;W
05-APR-2021;6;8;W
05-APR-2021;7;9;W
05-APR-2021;8;9;W
05-APR-2021;9;9;W
05-APR-2021;10;10;W
05-APR-2021;11;10;W
05-APR-2021;12;10;W
05-APR-2021;13;11;W
05-APR-2021;14;11;W
05-APR-2021;15;11;W
05-APR-2021;16;11;W
05-APR-2021;17;11;W
05-APR-2021;18;10;W
05-APR-2021;19;10;W
05-APR-2021;20;10;W
05-APR-2021;21;9;W
05-APR-2021;22;8;W
05-APR-2021;23;8;W
06-APR-2021;0;8;W
06-APR-2021;1;8;W
06-APR-2021;2;8;W
06-APR-2021;3;8;W
06-APR-2021;4;8;W
06-APR-2021;5;8;W
06-APR-2021;6;8;W
06-APR-2021;7;8;W
06-APR-2021;8;8;W
06-APR-2021;9;8;W
06-APR-2021;10;9;W
06-APR-2021;11;9;W
06-APR-2021;12;10;W
06-APR-2021;13;10;W
06-APR-2021;14;10;W
06-APR-2021;15;10;W
06-APR-2021;16;10;W
06-APR-2021;17;10;W
06-APR-2021;18;10;W
06-APR-2021;19;9;W
06-APR-2021;20;9;W
06-APR-2021;21;9;W
06-APR-2021;22;9;W
06-APR-2021;23;9;W
07-APR-2021;0;9;W
07-APR-2021;1;9;W
07-APR-2021;2;9;W
07-APR-2021;3;9;W
07-APR-2021;4;9;W
07-APR-2021;5;8;W
07-APR-2021;6;9;W
07-APR-2021;7;9;W
07-APR-2021;8;10;W
07-APR-2021;9;10;W
07-APR-2021;10;10;W
07-APR-2021;11;10;W
07-APR-2021;12;11;W
07-APR-2021;13;11;W
07-APR-2021;14;11;W
07-APR-2021;15;10;W
07-APR-2021;16;10;W
07-APR-2021;17;9;W
07-APR-2021;18;9;W
07-APR-2021;19;8;W
07-APR-2021;20;8;W
07-APR-2021;21;7;W
07-APR-2021;22;7;W
07-APR-2021;23;6;W
08-APR-2021;0;6;W
08-APR-2021;1;5;W
08-APR-2021;2;5;W
08-APR-2021;3;4;W
08-APR-2021;4;4;W
08-APR-2021;5;4;W
08-APR-2021;6;5;W
08-APR-2021;7;5;W
08-APR-2021;8;5;W
08-APR-2021;9;5;W
08-APR-2021;10;5;W
08-APR-2021;11;5;W
08-APR-2021;12;4;W
08-APR-2021;13;4;W
08-APR-2021;14;4;W
08-APR-2021;15;4;W
08-APR-2021;16;4;W
08-APR-2021;17;4;W
08-APR-2021;18;4;W
08-APR-2021;19;4;W
08-APR-2021;20;4;W
08-APR-2021;21;3;W
08-APR-2021;22;3;W
08-APR-2021;23;2;W
09-APR-2021;0;2;WE
09-APR-2021;1;2;WE
09-APR-2021;2;2;WE
09-APR-2021;3;2;WE
09-APR-2021;4;2;WE
09-APR-2021;5;2;WE
09-APR-2021;6;2;WE
09-APR-2021;7;4;WE
09-APR-2021;8;5;WE
09-APR-2021;9;6;WE
09-APR-2021;10;7;WE
09-APR-2021;11;8;WE
09-APR-2021;12;8;WE
09-APR-2021;13;8;WE
09-APR-2021;14;8;WE
09-APR-2021;15;8;WE
09-APR-2021;16;7;WE
09-APR-2021;17;6;WE
09-APR-2021;18;5;WE
09-APR-2021;19;3;WE
09-APR-2021;20;3;WE
09-APR-2021;21;2;WE
09-APR-2021;22;1;WE
09-APR-2021;23;1;WE
10-APR-2021;0;1;WE
10-APR-2021;1;1;WE
10-APR-2021;2;1;WE
10-APR-2021;3;1;WE
10-APR-2021;4;1;WE
10-APR-2021;5;1;WE
10-APR-2021;6;2;WE
10-APR-2021;7;4;WE
10-APR-2021;8;6;WE
10-APR-2021;9;7;WE
10-APR-2021;10;8;WE
10-APR-2021;11;8;WE
10-APR-2021;12;9;WE
10-APR-2021;13;9;WE
10-APR-2021;14;10;WE
10-APR-2021;15;10;WE
10-APR-2021;16;10;WE
10-APR-2021;17;9;WE
10-APR-2021;18;8;WE
10-APR-2021;19;6;WE
10-APR-2021;20;6;WE
10-APR-2021;21;5;WE
10-APR-2021;22;5;WE
10-APR-2021;23;5;WE
11-APR-2021;0;5;W
11-APR-2021;1;4;W
11-APR-2021;2;4;W
11-APR-2021;3;3;W
11-APR-2021;4;3;W
11-APR-2021;5;3;W
11-APR-2021;6;5;W
11-APR-2021;7;8;W
11-APR-2021;8;10;W
11-APR-2021;9;11;W
11-APR-2021;10;13;W
11-APR-2021;11;14;W
11-APR-2021;12;15;W
11-APR-2021;13;16;W
11-APR-2021;14;16;W
11-APR-2021;15;16;W
11-APR-2021;16;16;W
11-APR-2021;17;15;W
11-APR-2021;18;13;W
11-APR-2021;19;12;W
11-APR-2021;20;12;W
11-APR-2021;21;11;W
11-APR-2021;22;11;W
11-APR-2021;23;11;W
12-APR-2021;0;11;W
12-APR-2021;1;10;W
12-APR-2021;2;10;W
12-APR-2021;3;10;W
12-APR-2021;4;9;W
12-APR-2021;5;9;W
12-APR-2021;6;10;W
12-APR-2021;7;12;W
12-APR-2021;8;14;W
12-APR-2021;9;16;W
12-APR-2021;10;17;W
12-APR-2021;11;18;W
12-APR-2021;12;19;W
12-APR-2021;13;20;W
12-APR-2021;14;20;W
12-APR-2021;15;20;W
12-APR-2021;16;19;W
12-APR-2021;17;18;W
12-APR-2021;18;17;W
12-APR-2021;19;15;W
12-APR-2021;20;14;W
12-APR-2021;21;14;W
12-APR-2021;22;14;W
12-APR-2021;23;13;W
13-APR-2021;0;12;W
13-APR-2021;1;12;W
13-APR-2021;2;12;W
13-APR-2021;3;11;W
13-APR-2021;4;10;W
13-APR-2021;5;10;W
13-APR-2021;6;12;W
13-APR-2021;7;13;W
13-APR-2021;8;15;W
13-APR-2021;9;16;W
13-APR-2021;10;16;W
13-APR-2021;11;17;W
13-APR-2021;12;17;W
13-APR-2021;13;16;W
13-APR-2021;14;16;W
13-APR-2021;15;16;W
13-APR-2021;16;15;W
13-APR-2021;17;15;W
13-APR-2021;18;14;W
13-APR-2021;19;13;W
13-APR-2021;20;12;W
13-APR-2021;21;12;W
13-APR-2021;22;12;W
13-APR-2021;23;11;W
14-APR-2021;0;11;W
14-APR-2021;1;11;W
14-APR-2021;2;10;W
14-APR-2021;3;10;W
14-APR-2021;4;10;W
14-APR-2021;5;10;W
14-APR-2021;6;11;W
14-APR-2021;7;12;W
14-APR-2021;8;14;W
14-APR-2021;9;15;W
14-APR-2021;10;16;W
14-APR-2021;11;17;W
14-APR-2021;12;17;W
14-APR-2021;13;17;W
14-APR-2021;14;17;W
14-APR-2021;15;17;W
14-APR-2021;16;17;W
14-APR-2021;17;16;W
14-APR-2021;18;15;W
14-APR-2021;19;13;W
14-APR-2021;20;12;W
14-APR-2021;21;11;W
14-APR-2021;22;10;W
14-APR-2021;23;10;W
15-APR-2021;0;10;W
15-APR-2021;1;9;W
15-APR-2021;2;8;W
15-APR-2021;3;7;W
15-APR-2021;4;6;W
15-APR-2021;5;7;W
15-APR-2021;6;8;W
15-APR-2021;7;10;W
15-APR-2021;8;12;W
15-APR-2021;9;12;W
15-APR-2021;10;13;W
15-APR-2021;11;14;W
15-APR-2021;12;14;W
15-APR-2021;13;15;W
15-APR-2021;14;15;W
15-APR-2021;15;15;W
15-APR-2021;16;14;W
15-APR-2021;17;13;W
15-APR-2021;18;11;W
15-APR-2021;19;10;W
15-APR-2021;20;9;W
15-APR-2021;21;8;W
15-APR-2021;22;7;W
15-APR-2021;23;6;W
16-APR-2021;0;6;WE
16-APR-2021;1;5;WE
16-APR-2021;2;4;WE
16-APR-2021;3;4;WE
16-APR-2021;4;4;WE
16-APR-2021;5;4;WE
16-APR-2021;6;6;WE
16-APR-2021;7;9;WE
16-APR-2021;8;11;WE
16-APR-2021;9;12;WE
16-APR-2021;10;13;WE
16-APR-2021;11;14;WE
16-APR-2021;12;14;WE
16-APR-2021;13;15;WE
16-APR-2021;14;15;WE
16-APR-2021;15;16;WE
16-APR-2021;16;15;WE
16-APR-2021;17;14;WE
16-APR-2021;18;12;WE
16-APR-2021;19;10;WE
16-APR-2021;20;9;WE
16-APR-2021;21;8;WE
16-APR-2021;22;7;WE
16-APR-2021;23;6;WE
17-APR-2021;0;6;H
17-APR-2021;1;5;H
17-APR-2021;2;5;H
17-APR-2021;3;4;H
17-APR-2021;4;4;H
17-APR-2021;5;4;H
17-APR-2021;6;7;H
17-APR-2021;7;9;H
17-APR-2021;8;11;H
17-APR-2021;9;13;H
17-APR-2021;10;15;H
17-APR-2021;11;16;H
17-APR-2021;12;17;H
17-APR-2021;13;18;H
17-APR-2021;14;18;H
17-APR-2021;15;18;H
17-APR-2021;16;18;H
17-APR-2021;17;16;H
17-APR-2021;18;14;H
17-APR-2021;19;12;H
17-APR-2021;20;10;H
17-APR-2021;21;9;H
17-APR-2021;22;9;H
17-APR-2021;23;8;H
18-APR-2021;0;7;H
18-APR-2021;1;7;H
18-APR-2021;2;6;H
18-APR-2021;3;5;H
18-APR-2021;4;5;H
18-APR-2021;5;6;H
18-APR-2021;6;8;H
18-APR-2021;7;11;H
18-APR-2021;8;13;H
18-APR-2021;9;14;H
18-APR-2021;10;16;H
18-APR-2021;11;16;H
18-APR-2021;12;17;H
18-APR-2021;13;18;H
18-APR-2021;14;18;H
18-APR-2021;15;18;H
18-APR-2021;16;18;H
18-APR-2021;17;17;H
18-APR-2021;18;14;H
18-APR-2021;19;12;H
18-APR-2021;20;11;H
18-APR-2021;21;10;H
18-APR-2021;22;9;H
18-APR-2021;23;7;H
19-APR-2021;0;6;W
19-APR-2021;1;6;W
19-APR-2021;2;5;W
19-APR-2021;3;4;W
19-APR-2021;4;4;W
19-APR-2021;5;5;W
19-APR-2021;6;8;W
19-APR-2021;7;12;W
19-APR-2021;8;14;W
19-APR-2021;9;15;W
19-APR-2021;10;16;W
19-APR-2021;11;17;W
19-APR-2021;12;17;W
19-APR-2021;13;18;W
19-APR-2021;14;18;W
19-APR-2021;15;17;W
19-APR-2021;16;17;W
19-APR-2021;17;16;W
19-APR-2021;18;14;W
19-APR-2021;19;13;W
19-APR-2021;20;12;W
19-APR-2021;21;11;W
19-APR-2021;22;10;W
19-APR-2021;23;10;W
20-APR-2021;0;9;W
20-APR-2021;1;8;W
20-APR-2021;2;7;W
20-APR-2021;3;6;W
20-APR-2021;4;6;W
20-APR-2021;5;7;W
20-APR-2021;6;8;W
20-APR-2021;7;10;W
20-APR-2021;8;12;W
20-APR-2021;9;13;W
20-APR-2021;10;14;W
20-APR-2021;11;14;W
20-APR-2021;12;15;W
20-APR-2021;13;15;W
20-APR-2021;14;16;W
20-APR-2021;15;16;W
20-APR-2021;16;16;W
20-APR-2021;17;15;W
20-APR-2021;18;13;W
20-APR-2021;19;12;W
20-APR-2021;20;11;W
20-APR-2021;21;10;W
20-APR-2021;22;9;W
20-APR-2021;23;9;W
21-APR-2021;0;8;W
21-APR-2021;1;7;W
21-APR-2021;2;6;W
21-APR-2021;3;5;W
21-APR-2021;4;5;W
21-APR-2021;5;6;W
21-APR-2021;6;8;W
21-APR-2021;7;11;W
21-APR-2021;8;13;W
21-APR-2021;9;14;W
21-APR-2021;10;15;W
21-APR-2021;11;15;W
21-APR-2021;12;16;W
21-APR-2021;13;16;W
21-APR-2021;14;16;W
21-APR-2021;15;16;W
21-APR-2021;16;16;W
21-APR-2021;17;15;W
21-APR-2021;18;14;W
21-APR-2021;19;13;W
21-APR-2021;20;12;W
21-APR-2021;21;11;W
21-APR-2021;22;10;W
21-APR-2021;23;10;W
22-APR-2021;0;8;W
22-APR-2021;1;7;W
22-APR-2021;2;7;W
22-APR-2021;3;6;W
22-APR-2021;4;6;W
22-APR-2021;5;6;W
22-APR-2021;6;8;W
22-APR-2021;7;9;W
22-APR-2021;8;11;W
22-APR-2021;9;12;W
22-APR-2021;10;13;W
22-APR-2021;11;13;W
22-APR-2021;12;14;W
22-APR-2021;13;15;W
22-APR-2021;14;16;W
22-APR-2021;15;16;W
22-APR-2021;16;15;W
22-APR-2021;17;15;W
22-APR-2021;18;14;W
22-APR-2021;19;12;W
22-APR-2021;20;12;W
22-APR-2021;21;11;W
22-APR-2021;22;10;W
22-APR-2021;23;10;W
23-APR-2021;0;9;WE
23-APR-2021;1;9;WE
23-APR-2021;2;9;WE
23-APR-2021;3;8;WE
23-APR-2021;4;8;WE
23-APR-2021;5;8;WE
23-APR-2021;6;10;WE
23-APR-2021;7;12;WE
23-APR-2021;8;13;WE
23-APR-2021;9;14;WE
23-APR-2021;10;16;WE
23-APR-2021;11;17;WE
23-APR-2021;12;18;WE
23-APR-2021;13;18;WE
23-APR-2021;14;18;WE
23-APR-2021;15;17;WE
23-APR-2021;16;16;WE
23-APR-2021;17;15;WE
23-APR-2021;18;14;WE
23-APR-2021;19;13;WE
23-APR-2021;20;12;WE
23-APR-2021;21;11;WE
23-APR-2021;22;11;WE
23-APR-2021;23;11;WE
24-APR-2021;0;10;WE
24-APR-2021;1;10;WE
24-APR-2021;2;9;WE
24-APR-2021;3;9;WE
24-APR-2021;4;8;WE
24-APR-2021;5;8;WE
24-APR-2021;6;9;WE
24-APR-2021;7;10;WE
24-APR-2021;8;12;WE
24-APR-2021;9;13;WE
24-APR-2021;10;15;WE
24-APR-2021;11;16;WE
24-APR-2021;12;16;WE
24-APR-2021;13;16;WE
24-APR-2021;14;16;WE
24-APR-2021;15;16;WE
24-APR-2021;16;15;WE
24-APR-2021;17;14;WE
24-APR-2021;18;13;WE
24-APR-2021;19;12;WE
24-APR-2021;20;11;WE
24-APR-2021;21;10;WE
24-APR-2021;22;10;WE
24-APR-2021;23;9;WE
25-APR-2021;0;8;W
25-APR-2021;1;7;W
25-APR-2021;2;6;W
25-APR-2021;3;5;W
25-APR-2021;4;5;W
25-APR-2021;5;5;W
25-APR-2021;6;6;W
25-APR-2021;7;7;W
25-APR-2021;8;8;W
25-APR-2021;9;9;W
25-APR-2021;10;10;W
25-APR-2021;11;10;W
25-APR-2021;12;11;W
25-APR-2021;13;11;W
25-APR-2021;14;11;W
25-APR-2021;15;11;W
25-APR-2021;16;11;W
25-APR-2021;17;10;W
25-APR-2021;18;9;W
25-APR-2021;19;8;W
25-APR-2021;20;8;W
25-APR-2021;21;7;W
25-APR-2021;22;6;W
25-APR-2021;23;6;W
26-APR-2021;0;6;W
26-APR-2021;1;6;W
26-APR-2021;2;6;W
26-APR-2021;3;7;W
26-APR-2021;4;7;W
26-APR-2021;5;7;W
26-APR-2021;6;7;W
26-APR-2021;7;7;W
26-APR-2021;8;7;W
26-APR-2021;9;8;W
26-APR-2021;10;9;W
26-APR-2021;11;9;W
26-APR-2021;12;10;W
26-APR-2021;13;11;W
26-APR-2021;14;12;W
26-APR-2021;15;12;W
26-APR-2021;16;12;W
26-APR-2021;17;12;W
26-APR-2021;18;10;W
26-APR-2021;19;9;W
26-APR-2021;20;8;W
26-APR-2021;21;7;W
26-APR-2021;22;6;W
26-APR-2021;23;6;W
27-APR-2021;0;5;W
27-APR-2021;1;4;W
27-APR-2021;2;3;W
27-APR-2021;3;3;W
27-APR-2021;4;3;W
27-APR-2021;5;4;W
27-APR-2021;6;6;W
27-APR-2021;7;8;W
27-APR-2021;8;10;W
27-APR-2021;9;12;W
27-APR-2021;10;13;W
27-APR-2021;11;14;W
27-APR-2021;12;14;W
27-APR-2021;13;15;W
27-APR-2021;14;15;W
27-APR-2021;15;15;W
27-APR-2021;16;15;W
27-APR-2021;17;14;W
27-APR-2021;18;13;W
27-APR-2021;19;11;W
27-APR-2021;20;9;W
27-APR-2021;21;8;W
27-APR-2021;22;8;W
27-APR-2021;23;7;W
28-APR-2021;0;6;W
28-APR-2021;1;5;W
28-APR-2021;2;5;W
28-APR-2021;3;4;W
28-APR-2021;4;4;W
28-APR-2021;5;5;W
28-APR-2021;6;7;W
28-APR-2021;7;10;W
28-APR-2021;8;12;W
28-APR-2021;9;14;W
28-APR-2021;10;15;W
28-APR-2021;11;16;W
28-APR-2021;12;17;W
28-APR-2021;13;17;W
28-APR-2021;14;17;W
28-APR-2021;15;17;W
28-APR-2021;16;16;W
28-APR-2021;17;15;W
28-APR-2021;18;14;W
28-APR-2021;19;12;W
28-APR-2021;20;11;W
28-APR-2021;21;10;W
28-APR-2021;22;8;W
28-APR-2021;23;8;W
29-APR-2021;0;7;W
29-APR-2021;1;6;W
29-APR-2021;2;6;W
29-APR-2021;3;6;W
29-APR-2021;4;6;W
29-APR-2021;5;7;W
29-APR-2021;6;8;W
29-APR-2021;7;9;W
29-APR-2021;8;10;W
29-APR-2021;9;11;W
29-APR-2021;10;12;W
29-APR-2021;11;13;W
29-APR-2021;12;14;W
29-APR-2021;13;14;W
29-APR-2021;14;14;W
29-APR-2021;15;13;W
29-APR-2021;16;13;W
29-APR-2021;17;13;W
29-APR-2021;18;12;W
29-APR-2021;19;11;W
29-APR-2021;20;10;W
29-APR-2021;21;9;W
29-APR-2021;22;8;W
29-APR-2021;23;7;W
30-APR-2021;0;6;WE
30-APR-2021;1;5;WE
30-APR-2021;2;5;WE
30-APR-2021;3;4;WE
30-APR-2021;4;4;WE
30-APR-2021;5;4;WE
30-APR-2021;6;5;WE
30-APR-2021;7;6;WE
30-APR-2021;8;8;WE
30-APR-2021;9;9;WE
30-APR-2021;10;10;WE
30-APR-2021;11;11;WE
30-APR-2021;12;11;WE
30-APR-2021;13;11;WE
30-APR-2021;14;11;WE
30-APR-2021;15;11;WE
30-APR-2021;16;11;WE
30-APR-2021;17;10;WE
30-APR-2021;18;10;WE
30-APR-2021;19;9;WE
30-APR-2021;20;9;WE
30-APR-2021;21;7;WE
30-APR-2021;22;6;WE
30-APR-2021;23;5;WE
01-MAY-2021;0;4;WE
01-MAY-2021;1;4;WE
01-MAY-2021;2;3;WE
01-MAY-2021;3;3;WE
01-MAY-2021;4;3;WE
01-MAY-2021;5;4;WE
01-MAY-2021;6;6;WE
01-MAY-2021;7;8;WE
01-MAY-2021;8;10;WE
01-MAY-2021;9;11;WE
01-MAY-2021;10;11;WE
01-MAY-2021;11;12;WE
01-MAY-2021;12;12;WE
01-MAY-2021;13;13;WE
01-MAY-2021;14;13;WE
01-MAY-2021;15;13;WE
01-MAY-2021;16;13;WE
01-MAY-2021;17;12;WE
01-MAY-2021;18;11;WE
01-MAY-2021;19;10;WE
01-MAY-2021;20;10;WE
01-MAY-2021;21;9;WE
01-MAY-2021;22;9;WE
01-MAY-2021;23;8;WE
02-MAY-2021;0;8;W
02-MAY-2021;1;8;W
02-MAY-2021;2;7;W
02-MAY-2021;3;7;W
02-MAY-2021;4;7;W
02-MAY-2021;5;7;W
02-MAY-2021;6;9;W
02-MAY-2021;7;10;W
02-MAY-2021;8;12;W
02-MAY-2021;9;13;W
02-MAY-2021;10;14;W
02-MAY-2021;11;15;W
02-MAY-2021;12;16;W
02-MAY-2021;13;17;W
02-MAY-2021;14;17;W
02-MAY-2021;15;17;W
02-MAY-2021;16;17;W
02-MAY-2021;17;16;W
02-MAY-2021;18;15;W
02-MAY-2021;19;13;W
02-MAY-2021;20;12;W
02-MAY-2021;21;12;W
02-MAY-2021;22;11;W
02-MAY-2021;23;10;W
03-MAY-2021;0;9;W
03-MAY-2021;1;8;W
03-MAY-2021;2;8;W
03-MAY-2021;3;7;W
03-MAY-2021;4;7;W
03-MAY-2021;5;7;W
03-MAY-2021;6;9;W
03-MAY-2021;7;10;W
03-MAY-2021;8;12;W
03-MAY-2021;9;14;W
03-MAY-2021;10;15;W
03-MAY-2021;11;16;W
03-MAY-2021;12;17;W
03-MAY-2021;13;17;W
03-MAY-2021;14;17;W
03-MAY-2021;15;17;W
03-MAY-2021;16;17;W
03-MAY-2021;17;16;W
03-MAY-2021;18;14;W
03-MAY-2021;19;12;W
03-MAY-2021;20;11;W
03-MAY-2021;21;10;W
03-MAY-2021;22;10;W
03-MAY-2021;23;9;W
04-MAY-2021;0;8;W
04-MAY-2021;1;8;W
04-MAY-2021;2;7;W
04-MAY-2021;3;6;W
04-MAY-2021;4;6;W
04-MAY-2021;5;7;W
04-MAY-2021;6;8;W
04-MAY-2021;7;10;W
04-MAY-2021;8;12;W
04-MAY-2021;9;13;W
04-MAY-2021;10;14;W
04-MAY-2021;11;15;W
04-MAY-2021;12;16;W
04-MAY-2021;13;17;W
04-MAY-2021;14;17;W
04-MAY-2021;15;17;W
04-MAY-2021;16;17;W
04-MAY-2021;17;16;W
04-MAY-2021;18;14;W
04-MAY-2021;19;12;W
04-MAY-2021;20;10;W
04-MAY-2021;21;9;W
04-MAY-2021;22;9;W
04-MAY-2021;23;8;W
